subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,sla_name,sla_periods,sla_method,sla_leading,sla_assessment_criteria,sla_teaching_aids,sla_references,sla_notes_intro,sla_notes_details,sla_notes_illustrations,sla_notes_daily_life,sla_exercise,sla_diagram_type
2023-JSS015-Kidato II,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa njia ya maandishi katika miktadha mbalimbali,Kuandika insha za wasifu na hoja (za kisanaa na zisizo za kisanaa),Kuandika Insha za Wasifu na Hoja,14,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuandika insha za wasifu na hoja za kisanaa na zisizo za kisanaa.,Mifano ya insha|Karatasi na kalamu|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Insha ya wasifu huelezea maisha na matukio ya mtu fulani, wakati insha ya hoja hutoa mawazo na msimamo kuhusu jambo fulani.","Insha za kisanaa hutumia lugha ya picha, tashbihi na mbinu za kifasihi kuvutia msomaji, wakati insha zisizo za kisanaa huzingatia lugha ya moja kwa moja na hoja za kimantiki. Insha ya wasifu hufuata mpangilio wa matukio ya maisha ya mtu kwa mfuatano wa nyakati, na huweza kuandikwa kwa mtindo wa kisanaa au wa moja kwa moja. Insha ya hoja huwa na utangulizi, hoja za kuunga mkono na hitimisho.","Mfano wa insha ya wasifu: Wasifu wa Mwalimu Julius Nyerere unaweza kuanza na kuzaliwa kwake, elimu yake, mchango wake kwa taifa, na hatimaye kifo chake.",Wanafunzi huandika insha za wasifu wa watu mashuhuri au hoja za kijamii katika mashindano ya insha shuleni.,"Insha ya wasifu inahusu nini?::Huelezea maisha na matukio ya mtu fulani kwa mfuatano wa nyakati.||Ni tofauti gani kati ya insha ya kisanaa na isiyo ya kisanaa?::Insha ya kisanaa hutumia lugha ya picha na mbinu za kifasihi, wakati isiyo ya kisanaa hutumia lugha ya moja kwa moja na hoja za kimantiki.||Taja sehemu tatu za insha ya hoja.::Utangulizi, hoja za kuunga mkono, na hitimisho.",
2023-JSS015-Kidato II,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa njia ya maandishi katika miktadha mbalimbali,Kusikiliza hoja na kuandika kumbukumbu,Kusikiliza Hoja na Kuandika Kumbukumbu,14,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kusikiliza hoja na kuandika kumbukumbu kwa usahihi na mpangilio mzuri.,Fomu za kumbukumbu|Kinasa sauti|Kalamu,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Kumbukumbu (taarifa za mkutano) ni maandishi rasmi yanayonakili hoja na maamuzi yaliyofikiwa katika mkutano au mjadala.,"Mwandishi wa kumbukumbu husikiliza hoja kwa umakini na kunakili mambo muhimu kama tarehe, waliohudhuria, hoja zilizojadiliwa na maamuzi yaliyofikiwa. Kumbukumbu huandikwa kwa mtindo rasmi, wa moja kwa moja na usio na maoni binafsi ya mwandishi. Mpangilio wa kumbukumbu huwa na kichwa cha habari, orodha ya waliohudhuria, hoja na maazimio.","Mfano, katika mkutano wa darasa kuhusu usafi wa mazingira, kumbukumbu yaweza kuandikwa: Ilikubalika kwamba kila mwanafunzi atafanya usafi kila Ijumaa.",Wanafunzi huandika kumbukumbu za mikutano ya vilabu vya shule au vikao vya wanafunzi ili kuweka kumbukumbu za maamuzi.,"Kumbukumbu ni nini?::Ni maandishi rasmi yanayonakili hoja na maamuzi yaliyofikiwa katika mkutano.||Taja kipengele kimoja kinachopaswa kuwepo katika kumbukumbu za mkutano.::Tarehe, waliohudhuria, hoja zilizojadiliwa au maazimio.||Kwa nini kumbukumbu inapaswa kuandikwa bila maoni binafsi ya mwandishi?::Ili iwe taarifa rasmi na yenye uhalisia wa yaliyojiri bila upendeleo.",
2023-JSS015-Kidato III,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,"Kuunda maneno kwa njia mbalimbali kutokana na habari alizozisoma au kuzisikiliza (mf. utohoaji, uradidi, uhulutishaji)","Uundaji wa Maneno: Utohoaji, Uradidi na Uhulutishaji",5,Majadiliano,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kuunda maneno kwa njia mbalimbali kama utohoaji, uradidi na uhulutishaji kutokana na habari alizozisikia au kuzisoma.",Chati ya uundaji wa maneno|Kadi za mifano|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Kiswahili huunda maneno mapya kwa njia mbalimbali ikiwemo utohoaji (kuazima maneno kutoka lugha nyingine), uradidi (kurudia sehemu ya neno) na uhulutishaji (kuunganisha maneno mawili kutengeneza neno jipya).","Utohoaji huhusisha kubadilisha neno la lugha ya kigeni liingie na kuendana na sarufi ya Kiswahili, kama vile neno kompyuta kutoka computer. Uradidi hutokea unaporudia sehemu ya neno kuunda neno jipya, mfano polepole kutoka pole. Uhulutishaji ni kuunganisha maneno mawili tofauti kutengeneza neno moja lenye maana mpya, mfano mwanamke kutoka mwana na mke.",Mfano wa utohoaji: computer huwa kompyuta; mfano wa uradidi: pole huwa polepole; mfano wa uhulutishaji: mwana + mke huwa mwanamke.,"Wanafunzi hukutana na maneno yaliyoundwa kwa njia hizi katika magazeti, vitabu na mazungumzo ya kila siku.","Utohoaji ni nini?::Ni njia ya kuazima neno kutoka lugha nyingine na kulibadilisha liendane na sarufi ya Kiswahili.||Toa mfano wa neno lililoundwa kwa njia ya uradidi.::Polepole, kokote, au tenatena.||Uhulutishaji ni njia gani ya kuunda maneno?::Ni kuunganisha maneno mawili tofauti kutengeneza neno moja jipya lenye maana mpya.",
2023-JSS015-Kidato III,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,Kuandika habari kwa kuzingatia maneno yaliyoundwa kwa njia mbalimbali,Kuandika Habari kwa Maneno Yaliyoundwa kwa Njia Mbalimbali,5,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuandika habari kwa kuzingatia maneno yaliyoundwa kwa njia mbalimbali.,Orodha ya maneno mapya|Karatasi na kalamu|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Baada ya kuelewa njia za uundaji wa maneno, mwanafunzi anatakiwa kuyatumia maneno hayo katika kuandika habari zenye mtiririko mzuri.","Uandishi wa habari unaotumia maneno yaliyoundwa kwa utohoaji, uradidi na uhulutishaji huonyesha uelewa wa kina wa lugha na huongeza utajiri wa msamiati katika maandishi. Mwandishi anapaswa kuhakikisha maneno hayo yanatumika katika muktadha sahihi ili yasipoteze maana yaliyokusudiwa. Zoezi hili huimarisha ubunifu wa lugha kwa wanafunzi.","Mfano wa habari: Kompyuta mpya ya shule ilifika taratibu-taratibu ikisindikizwa na mwanamke aliyeajiriwa hivi karibuni, hapa maneno kompyuta (utohoaji), taratibu-taratibu (uradidi) na mwanamke (uhulutishaji) yametumika.",Wanafunzi huandika habari za shuleni na kutumia maneno mapya yaliyoundwa kwa njia hizi kuboresha msamiati wao.,"Taja njia tatu za uundaji wa maneno zinazoweza kutumika katika uandishi wa habari.::Utohoaji, uradidi na uhulutishaji.||Kwa nini ni muhimu kuzingatia muktadha wakati wa kutumia maneno mapya?::Ili maneno yasipoteze maana yaliyokusudiwa na habari ieleweke vizuri.||Andika sentensi moja inayotumia neno la uradidi.::Mfano: Mtoto alitembea taratibu-taratibu kuelekea shuleni.",
2023-JSS015-Kidato III,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,"Kujenga hoja za uga mahususi kwa kutumia miundo mbalimbali ya sentensi (mf. siasa, uchumi, kilimo na biashara)",Kujenga Hoja za Uga Mahususi,5,Bunguabongo,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kujenga hoja za uga mahususi kwa kutumia miundo mbalimbali ya sentensi katika masuala kama siasa, uchumi, kilimo na biashara.",Makala za magazeti|Kadi za mada|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Uga mahususi ni eneo maalum la maarifa au taaluma kama siasa, uchumi, kilimo au biashara ambalo huwa na msamiati na hoja zake bainifu.",Kujenga hoja za uga mahususi kunahitaji mzungumzaji au mwandishi kufahamu msamiati wa kitaaluma unaotumika katika eneo husika na kuutumia kwa usahihi katika miundo mbalimbali ya sentensi. Hoja hizi zinapaswa kuwa na ushahidi na mifano halisi kutoka katika uga husika ili ziwe na mashiko. Uwezo huu ni muhimu katika kuandaa mazungumzo au maandishi ya kitaaluma.,"Mfano, katika uga wa kilimo, mwanafunzi aweza kujenga hoja: Kilimo cha umwagiliaji huongeza uzalishaji kwa sababu hakitegemei mvua za msimu pekee.",Wanafunzi hujenga hoja za kiuchumi au kisiasa wanapojadili masuala ya jamii katika vilabu vya mijadala shuleni.,"Uga mahususi ni nini?::Ni eneo maalum la maarifa au taaluma kama siasa, uchumi au kilimo lenye msamiati wake bainifu.||Kwa nini hoja za kitaaluma zinahitaji ushahidi?::Ili ziwe na mashiko na kuaminika mbele ya hadhira.||Jenga hoja fupi moja kuhusu uga wa biashara.::Mfano: Biashara ndogo ndogo huongeza ajira kwa vijana katika jamii.",
2023-JSS015-Kidato III,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,Kuandika matini ndefu na changamani kwa kutumia miundo mbalimbali ya sentensi,Kuandika Matini Ndefu kwa Miundo Mbalimbali ya Sentensi,5,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuandika matini ndefu na changamani kwa kutumia miundo mbalimbali ya sentensi.,Mifano ya matini ndefu|Karatasi na kalamu|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Uandishi wa matini ndefu unahitaji ustadi wa kuchanganya miundo mbalimbali ya sentensi ili kuepusha ukakasi na kuongeza mvuto wa kusoma.,"Mwandishi mahiri hutumia sentensi sahili kuanzisha wazo, sentensi ambatani kuunganisha mawazo yanayolingana, na sentensi changamani kuonyesha uhusiano wa kisababisho kati ya mawazo. Matini ndefu inayotumia miundo tofauti ya sentensi huwa na mtiririko mzuri na huepusha uchovu kwa msomaji. Ni muhimu pia kuzingatia dhamira kuu isipotee katikati ya maelezo marefu.","Mfano, matini ndefu kuhusu mabadiliko ya tabianchi yaweza kuanza na sentensi sahili, kufuatiwa na sentensi ambatani inayoelezea sababu na athari, na kumalizika na sentensi changamani inayotoa mapendekezo.",Wanafunzi huandika ripoti ndefu za matukio ya kijamii au kimazingira wakizingatia miundo mbalimbali ya sentensi.,Kwa nini mwandishi anapaswa kuchanganya miundo ya sentensi katika matini ndefu?::Ili kuepusha ukakasi na kuongeza mvuto wa kusoma.||Taja hatari moja ya kutumia sentensi ndefu sana bila mpangilio.::Inaweza kuchanganya maana na kumfanya msomaji apoteze dhamira kuu.||Andika sentensi ambatani inayohusu mazingira.::Mfano: Watu wanakata miti hovyo na mvua zinapungua kila mwaka.,
2023-JSS015-Kidato III,Kumudu lugha ya mazungumzo na ya maandishi,Kusikiliza na kuelewa mazungumzo,Kusikiliza habari changamani kitunduizi na kuchangia au kutoa maoni mwafaka,Kusikiliza Habari Kitunduizi na Kutoa Maoni,5,Uchunguzi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kusikiliza habari changamani kitunduizi na kuchangia au kutoa maoni mwafaka.,Kinasa sauti|Redio|Karatasi za maoni,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Kusikiliza kitunduizi ni kusikiliza kwa uangalifu mkubwa unaozingatia maana za wazi na zilizofichika ndani ya habari inayosikilizwa.,"Msikilizaji kitunduizi huchambua sauti, msisitizo na maudhui ya habari ili kubaini nia na msimamo wa mzungumzaji. Baada ya kusikiliza kwa kina, msikilizaji hutoa maoni yanayolingana na hoja zilizowasilishwa, akiwa na uwezo wa kukubaliana au kutokubaliana kwa hoja za msingi. Maoni mwafaka huzingatia ushahidi na mantiki badala ya hisia tu.","Mfano, baada ya kusikiliza habari kuhusu matumizi ya nishati mbadala, mwanafunzi aweza kutoa maoni kwamba serikali inapaswa kuwekeza zaidi katika nishati ya jua kwa sababu ni endelevu.",Wanafunzi husikiliza vipindi vya redio na televisheni na kutoa maoni yao katika mijadala ya darasani.,Kusikiliza kitunduizi kunamaanisha nini?::Ni kusikiliza kwa uangalifu mkubwa unaozingatia maana za wazi na zilizofichika.||Maoni mwafaka yanapaswa kuzingatia nini?::Ushahidi na mantiki badala ya hisia tu.||Toa mfano wa maoni yanayoweza kutolewa baada ya kusikiliza habari kuhusu elimu.::Mfano: Naunga mkono kwamba elimu ya ufundi ni muhimu kwa maendeleo ya vijana.,
2023-JSS015-Kidato III,Kumudu lugha ya mazungumzo na ya maandishi,Kusikiliza na kuelewa mazungumzo,"Kusikiliza habari na kuzielezea kwa maneno yake mwenyewe kwa kuzingatia stadi za mawasiliano (mf. uwazi, ukamilifu wa hoja, usahihi, muwala, uwekevu na staha)",Kuzielezea Habari kwa Maneno Yake Mwenyewe,5,Uchunguzi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kusikiliza habari na kuzielezea kwa maneno yake mwenyewe kwa kuzingatia stadi za mawasiliano.,Kinasa sauti|Karatasi za mazoezi|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Kuelezea habari kwa maneno ya mtu mwenyewe ni ustadi unaothibitisha uelewa wa kweli wa msikilizaji badala ya kukariri maneno ya asili.,"Stadi za mawasiliano zinazopaswa kuzingatiwa ni uwazi, ukamilifu wa hoja, usahihi, muwala (mtiririko mzuri wa mawazo), uwekevu na staha. Msikilizaji anayeelezea habari kwa maneno yake mwenyewe huonyesha kwamba ameelewa dhamira kuu na si tu maneno ya juu juu. Hii huimarisha uwezo wa kuchakata taarifa na kuziwasilisha kwa ubunifu.","Mfano, baada ya kusikiliza habari ya dakika tano kuhusu mafanikio ya wanamichezo, mwanafunzi aweza kuieleza kwa sentensi zake mwenyewe akitumia stadi za uwazi na muwala.",Wanafunzi huwaelezea wazazi wao habari walizozisikia shuleni kwa maneno yao wenyewe kwa uwazi na staha.,Kwa nini ni muhimu kuelezea habari kwa maneno ya mtu mwenyewe?::Huonyesha uelewa wa kweli wa msikilizaji badala ya kukariri maneno ya asili.||Taja stadi mbili za mawasiliano zinazopaswa kuzingatiwa.::Uwazi na muwala (au usahihi na staha).||Muwala una maana gani katika mawasiliano?::Ni mtiririko mzuri na uliopangika wa mawazo katika mazungumzo au maandishi.,
2023-JSS015-Kidato III,Kumudu lugha ya mazungumzo na ya maandishi,Kusoma matini kwa ufasaha na ufahamu,"Kusoma matini ndefu changamani na kuelezea kwa maandishi mawazo makuu yaliyomo kwa kuzingatia stadi za mawasiliano (mf. uwazi, ukamilifu wa hoja, usahihi, muwala, uwekevu na staha)",Kuelezea kwa Maandishi Mawazo Makuu ya Matini Ndefu,5,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kusoma matini ndefu changamani na kuelezea kwa maandishi mawazo makuu yaliyomo kwa kuzingatia stadi za mawasiliano.,Matini ndefu|Karatasi na kalamu|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Uelezaji wa maandishi wa mawazo makuu hufanywa baada ya usomaji wa kina wa matini ndefu, ukizingatia stadi za mawasiliano bora.","Mwandishi anayeelezea mawazo makuu kwa maandishi huhitajika kupanga hoja kwa muwala unaoeleweka, kutumia lugha sahihi na kuepuka utata. Ukamilifu wa hoja unahakikisha kila wazo kuu limeguswa bila kuacha nafasi ya maswali kwa msomaji. Staha katika maandishi huonyesha heshima kwa mada na hadhira inayosomewa.","Mfano, baada ya kusoma matini ndefu kuhusu utandawazi, mwanafunzi aweza kuandika mawazo makuu matatu: fursa za kiuchumi, changamoto za kiutamaduni, na mapendekezo ya kukabiliana nayo.",Wanafunzi huandika ripoti za vitabu walivyosoma wakielezea mawazo makuu kwa stadi za mawasiliano bora.,Ukamilifu wa hoja unamaanisha nini?::Ni kuhakikisha kila wazo kuu la matini limeguswa bila kuacha maswali kwa msomaji.||Taja hatua ya kwanza kabla ya kuelezea mawazo makuu kwa maandishi.::Kusoma matini kwa kina ili kubaini mawazo makuu.||Kwa nini staha ni muhimu katika maandishi ya kuelezea mawazo makuu?::Huonyesha heshima kwa mada husika na kwa hadhira inayosomewa.,
2023-JSS015-Kidato III,Kumudu lugha ya mazungumzo na ya maandishi,Kusoma matini kwa ufasaha na ufahamu,Kusoma matini ndefu changamani na kutathmini hoja zilizomo,Kutathmini Hoja katika Matini Ndefu,5,Mdahalo,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kusoma matini ndefu changamani na kutathmini hoja zilizomo.,Matini ndefu|Kadi za tathmini|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Kutathmini hoja ni kuchambua uzito, ukweli na mantiki ya hoja zilizotolewa na mwandishi ili kubaini uimara wake.","Msomaji anayetathmini hoja huangalia kama hoja zina ushahidi wa kutosha, kama zinaendana na mantiki, na kama hazina upendeleo usiofaa. Tathmini nzuri huhitaji kulinganisha hoja tofauti zilizomo katika matini na kutoa hukumu yenye msingi. Ustadi huu ni muhimu katika kusoma makala za kihoja na tasnifu za kitaaluma.","Mfano, katika matini inayodai kwamba elimu ya sekondari ihifadhiwe bure kwa wote, msomaji anayetathmini aweza kuuliza kama hoja hiyo ina ushahidi wa kutosha kuhusu uwezekano wa kifedha wa serikali.",Wanafunzi hutathmini hoja za makala za magazeti au mitandao ya kijamii kabla ya kuziamini au kuzisambaza.,"Kutathmini hoja kunamaanisha nini?::Ni kuchambua uzito, ukweli na mantiki ya hoja zilizotolewa na mwandishi.||Taja kigezo kimoja cha kutathmini hoja.::Uwepo wa ushahidi wa kutosha au mantiki ya hoja.||Kwa nini ni muhimu kutathmini hoja kabla ya kuziamini?::Ili kuepuka kudanganywa na taarifa za uongo au zenye upendeleo.",
2023-JSS015-Kidato III,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa ufasaha kwa njia ya mazungumzo,"Kutumia lugha fasaha katika mazungumzo ya hadhara (mf. mikutano ya hadhara, uwasilishaji mbele ya halaiki na mijadala mbalimbali)",Lugha Fasaha katika Mazungumzo ya Hadhara,5,Igizo,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kutumia lugha fasaha katika mazungumzo ya hadhara kama mikutano na uwasilishaji mbele ya halaiki.,Kipaza sauti bandia|Kadi za hotuba|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Mazungumzo ya hadhara yanahitaji lugha fasaha, ya wazi na yenye kujiamini kwa sababu hulenga hadhira kubwa yenye mahitaji tofauti.","Mzungumzaji wa hadhara anapaswa kuandaa hoja zake vizuri, kutumia sauti yenye nguvu ya kutosha, na kuepuka lugha ya kificho isiyoeleweka na wote. Mikutano ya hadhara na uwasilishaji mbele ya halaiki huhitaji mpangilio mzuri wa maudhui: utangulizi wa kuvutia, mwili wenye hoja, na hitimisho lenye wito wa kutenda. Kujiamini na mawasiliano ya macho ni muhimu katika kufanikisha uwasilishaji.","Mfano, katika mkutano wa hadhara kuhusu chanjo, mzungumzaji aweza kuanza kwa swali la kuvutia kama Je, mnajua chanjo huokoa maisha ngapi kila mwaka? kabla ya kuendelea na hoja zake.",Wanafunzi hutoa mawasilisho mbele ya darasa au shule nzima wakitumia lugha fasaha kujenga ujasiri wa kuzungumza hadharani.,Taja kipengele kimoja muhimu cha mazungumzo ya hadhara.::Mpangilio mzuri wa maudhui au sauti yenye nguvu ya kutosha.||Kwa nini mawasiliano ya macho ni muhimu wakati wa kuzungumza hadharani?::Huonyesha kujiamini na huimarisha uhusiano na hadhira.||Hitimisho la mazungumzo ya hadhara linapaswa kuwa na nini?::Muhtasari wa hoja kuu na wito wa kutenda kwa hadhira.,
2023-JSS015-Kidato III,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa njia ya maandishi katika miktadha mbalimbali,Kuandika barua na makala za magazetini,Kuandika Barua na Makala za Magazetini,5,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuandika barua na makala za magazetini kwa mtindo na muundo sahihi.,Mifano ya barua rasmi|Magazeti|Karatasi na kalamu,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Barua na makala za magazetini ni aina za maandishi zenye muundo na madhumuni maalum ya kuwasiliana na mtu binafsi au umma kwa ujumla.,"Barua rasmi huwa na anwani, tarehe, salamu, mwili wa ujumbe na hitimisho, na hutumika kuwasiliana na taasisi au watu wenye vyeo. Makala za magazetini huandikwa kwa lengo la kuelimisha, kuburudisha au kutoa maoni juu ya jambo la kijamii, na huwa na kichwa cha habari kinachovutia na mwili wenye hoja zilizopangika. Mwandishi wa makala huzingatia hadhira pana ya wasomaji wa gazeti.","Mfano, makala ya gazeti kuhusu umuhimu wa elimu ya ufundi yaweza kuanza na kichwa cha habari kinachovutia kama Elimu ya Ufundi: Ufunguo wa Ajira kwa Vijana.","Wanafunzi huandika barua za maombi kwa shule au taasisi, na wengine huchangia makala katika magazeti ya shule.","Taja sehemu tatu za barua rasmi.::Anwani, salamu na hitimisho (au mwili wa ujumbe).||Makala ya gazeti inatofautianaje na barua rasmi?::Makala hulenga hadhira pana ya wasomaji wa gazeti na huchapishwa, wakati barua hulenga mtu au taasisi maalum.||Kwa nini kichwa cha habari cha makala kinapaswa kuvutia?::Ili kuwavuta wasomaji kusoma makala nzima.",
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kukuza uelewa wa misingi ya fasihi ya Kiswahili,"Kufafanua dhana ya fasihi na fasihi ya Kiswahili (maana, aina na dhima)",Dhana ya Fasihi na Fasihi ya Kiswahili,5,Majadiliano,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kufafanua dhana ya fasihi na fasihi ya Kiswahili kwa kueleza maana, aina na dhima zake.",Chati ya aina za fasihi|Vitabu vya fasihi|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Fasihi ni sanaa itumiayo lugha kuwasilisha mawazo, hisia na uzoefu wa binadamu kwa njia ya kubuni, wakati fasihi ya Kiswahili ni fasihi hiyo inayowasilishwa kwa lugha ya Kiswahili.","Fasihi imegawanyika katika aina kuu mbili: fasihi simulizi (inayotolewa kwa mdomo kama hadithi na nyimbo) na fasihi andishi (inayoandikwa kama riwaya na tamthiliya). Dhima za fasihi ni pamoja na kuelimisha, kuburudisha, kuonya, kuhifadhi utamaduni na kukuza lugha. Fasihi ya Kiswahili hubeba maudhui yanayohusiana na maisha na tamaduni za jamii za Kiswahili.","Mfano, hadithi za mababu kuhusu Sungura na Fisi ni fasihi simulizi inayolenga kufundisha maadili kwa njia ya kuburudisha.",Wanafunzi husoma na kusikiliza kazi za fasihi kama vitabu na hadithi za jadi ili kujifunza maadili na utamaduni wa jamii yao.,"Fasihi ni nini?::Ni sanaa itumiayo lugha kuwasilisha mawazo, hisia na uzoefu wa binadamu kwa njia ya kubuni.||Taja aina mbili kuu za fasihi.::Fasihi simulizi na fasihi andishi.||Taja dhima mbili za fasihi katika jamii.::Kuelimisha na kuburudisha (au kuonya na kuhifadhi utamaduni).",
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kukuza uelewa wa misingi ya fasihi ya Kiswahili,Kuchambua tanzu za fasihi simulizi na andishi,Uchambuzi wa Tanzu za Fasihi Simulizi na Andishi,5,Bunguabongo,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuchambua tanzu za fasihi simulizi na andishi.,Chati ya tanzu za fasihi|Vitabu vya mifano|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Tanzu za fasihi ni migawanyo mikuu ya kazi za kifasihi kulingana na sifa zake za kifani, ikijumuisha ushairi, hadithi na maigizo.","Fasihi simulizi ina tanzu kama hadithi za jadi, methali, nyimbo, vitendawili na ngonjera, wakati fasihi andishi ina tanzu kuu tatu: riwaya, tamthiliya na ushairi. Kila utanzu una sifa zake bainifu za kifani na kimaudhui zinazoutofautisha na tanzu nyingine. Uchambuzi wa tanzu huhusisha kutambua sifa hizo na jinsi zinavyowasilisha maudhui.","Mfano, utanzu wa ngonjera ni utungo wa kishairi unaotumia mazungumzo baina ya watu wawili au zaidi kuwasilisha ujumbe wa kijamii kwa njia ya kuvutia.",Wanafunzi hushiriki katika maonesho ya shule yanayohusisha tanzu mbalimbali za fasihi kama vile ngonjera na maigizo.,"Taja tanzu tatu za fasihi andishi.::Riwaya, tamthiliya na ushairi.||Ngonjera ni nini?::Ni utungo wa kishairi unaotumia mazungumzo baina ya watu wawili au zaidi kuwasilisha ujumbe.||Taja tanzu mbili za fasihi simulizi.::Methali na vitendawili (au hadithi za jadi na nyimbo).",
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,"Kujadili dhana ya uhakiki wa kazi za fasihi (maana ya uhakiki, mhakiki na sifa za mhakiki)",Dhana ya Uhakiki wa Kazi za Fasihi,5,Majadiliano,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kujadili dhana ya uhakiki wa kazi za fasihi akieleza maana ya uhakiki, mhakiki na sifa za mhakiki.",Vitabu vya fasihi|Chati ya sifa za mhakiki|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Uhakiki ni mchakato wa kuchambua, kutathmini na kutoa hukumu juu ya ubora wa kazi ya fasihi kwa kuzingatia vigezo maalum vya kifani na kimaudhui.","Mhakiki ni mtu anayefanya kazi ya kuchambua na kutathmini kazi za fasihi kwa lengo la kuwasaidia wasomaji kuelewa na kutathmini thamani ya kazi hiyo. Sifa za mhakiki mzuri ni pamoja na kuwa na uelewa mpana wa fasihi, kutokuwa na upendeleo, uwezo wa kuchambua kwa kina, na kuwa na maarifa ya jamii inayohusika. Uhakiki huzingatia vipengele vya fani (mtindo, muundo, wahusika) na maudhui (dhamira, migogoro, ujumbe).","Mfano, mhakiki wa riwaya fulani aweza kuchambua jinsi mwandishi alivyotumia mbinu ya mtiririko wa matukio kuwasilisha dhamira ya umaskini katika jamii.",Wanafunzi huhakiki vitabu wanavyosoma darasani kwa kutoa maoni kuhusu ubora wa fani na maudhui yake.,"Uhakiki ni nini?::Ni mchakato wa kuchambua, kutathmini na kutoa hukumu juu ya ubora wa kazi ya fasihi.||Mhakiki ni nani?::Ni mtu anayechambua na kutathmini kazi za fasihi kwa lengo la kuwasaidia wasomaji kuelewa thamani yake.||Taja sifa mbili za mhakiki mzuri.::Kutokuwa na upendeleo na kuwa na uelewa mpana wa fasihi.",
